name;adddate;application;conscurvature;convex;density;dualbound;formats;gap;initinfeasibility;laghessianavgblocksize;laghessianmaxblocksize;laghessianminblocksize;maxcoef;mincoef;nbinvars;ncons;ncontvars;ngennlcons;ngennlfunc;nintvars;njacobiannlnz;njacobiannz;nlaghessianblocks;nlaghessiandiagnz;nlaghessiannz;nldensity;nlincons;nlinfunc;nlnz;nloperands;nnlbinvars;nnlfunc;nnlintvars;nnlsemi;nnlvars;nobjnlnz;nobjnz;npolynomcons;npolynomfunc;nquadcons;nquadfunc;nsemi;nsignomcons;nsignomfunc;nsos1;nsos2;nvars;nz;objcurvature;objsense;objtype;opabs;opcentropy;opcos;opcvpower;opdiv;operrorf;opexp;opgamma;oplog;oplog10;opmin;opmod;opmul;oppower;oprpower;opsignpower;opsin;opsqr;opsqrt;optanh;opvcpower;primalbound;probtype;references;source;sourceids
topopt-zhou-rozvany_75;2018-08-18;Topology Optimization;indefinite;False;0.01815668202764977;120.6256849;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.030261972837925907;1.0;1.076923;2;1;1.0;0.0664586;100;371;1300;0;0;0;1400;9356;1300;1200;1400;0.01;271;272;1400;set();100;100;0;0;1400;0;100;0;0;100;100;0;0;0;0;0;1400;9456;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;124.2760561;MBQCP;['Schelbert2015', 'StolpeBendsoe2010', 'BendsoeSigmund2004'];"QPLIB(5925), contributed by Jakob Schelbert, <a href=""http://cblib.zib.de"">http://cblib.zib.de</a>";['other']
toroidal2g20_5555;2018-08-18;Max Cut;linear;False;1.0;24838942.0;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.0;400.0;400;400;660630.0;72.0;400;0;0;0;0;0;0;0;1;0;1600;1.0;0;0;400;set();400;1;0;0;400;400;400;0;0;0;1;0;0;0;0;0;400;400;indefinite;max;quadratic;;;;;;;;;;;;;;;;;;;;;;24838942.0;BQP;['Liers2004', 'LiersJuengerReineltRinaldi2004'];"QPLIB(5755), <a href=""http://biqmac.aau.at/biqmaclib.html"">http://biqmac.aau.at/biqmaclib.html</a>";['other']
toroidal3g7_6666;2018-08-18;Max Cut;linear;False;1.0;33611981.0;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.0;343.0;343;343;809194.0;38.0;343;0;0;0;0;0;0;0;1;0;2058;1.0;0;0;343;set();343;1;0;0;343;343;343;0;0;0;1;0;0;0;0;0;343;343;indefinite;max;quadratic;;;;;;;;;;;;;;;;;;;;;;33611981.0;BQP;['Liers2004', 'LiersJuengerReineltRinaldi2004'];"QPLIB(5725), <a href=""http://biqmac.aau.at/biqmaclib.html"">http://biqmac.aau.at/biqmaclib.html</a>";['other']
torsion100;2001-07-31;Elastic-plastic torsion;indefinite;False;0.7995478522984175;-0.4182392133;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;5098.855424;5304.0;5304;5304;101.0;4.853427e-05;0;4;5308;0;0;0;10606;21216;1;5304;26212;0.9998114630467572;2;3;10606;set();0;2;0;0;5304;0;4;0;0;2;2;0;0;0;0;0;5308;21220;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-0.4182392133;QCP;['g00298', 'g00300', 'g00320'];GAMSMODELLIB(torsion), COPS;['GAMS Model Library']
torsion25;2001-07-31;Elastic-plastic torsion;indefinite;False;0.7982954545454546;-0.4175107296;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;1299.597788;1404.0;1404;1404;51.0;0.000188537;0;4;1408;0;0;0;2806;5616;1;1404;6862;0.9992877492877493;2;3;2806;set();0;2;0;0;1404;0;4;0;0;2;2;0;0;0;0;0;1408;5620;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-0.4175107296;QCP;['g00298', 'g00300', 'g00320'];GAMSMODELLIB(torsion), COPS;['GAMS Model Library']
torsion50;2001-07-31;Elastic-plastic torsion;indefinite;False;0.7991137370753324;-0.418087632;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;2600.0;2704.0;2704;2704;51.0;9.611688e-05;0;4;2708;0;0;0;5406;10816;1;2704;13312;0.9996301775147929;2;3;5406;set();0;2;0;0;2704;0;4;0;0;2;2;0;0;0;0;0;2708;10820;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-0.418087632;QCP;['g00298', 'g00300', 'g00320'];GAMSMODELLIB(torsion), COPS;['GAMS Model Library']
torsion75;2001-07-31;Elastic-plastic torsion;indefinite;False;0.7994011976047904;-0.4181994007;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;3832.432491;4004.0;4004;4004;76.0;6.449948e-05;0;4;4008;0;0;0;8006;16016;1;4004;19762;0.9997502497502497;2;3;8006;set();0;2;0;0;4004;0;4;0;0;2;2;0;0;0;0;0;4008;16020;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-0.4181994007;QCP;['g00298', 'g00300', 'g00320'];GAMSMODELLIB(torsion), COPS;['GAMS Model Library']
trainf;2018-08-18;Optimal Control;indefinite;False;0.00014997750337449384;-4.249758115;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;2.0;2.0;2;2;1.00001;4.79952e-05;0;20002;40000;0;0;0;20000;100000;10000;10000;30000;0.0001999600079984003;10001;10001;40000;set();0;10002;0;0;20000;20000;20000;0;0;10001;10002;0;0;0;0;0;40000;120000;indefinite;min;quadratic;;;;;;;;;;;;;;;;;;;;;;2.766394482;QCQP;['KautskyNichols1983'];"QPLIB(9004), contributed by Nick Gould, CUTEr model <a href=""ftp://ftp.numerical.rl.ac.uk/pub/cutest/sif/TRAINF.SIF"">TRAINF</a>";['other']
transswitch0009p;2014-03-11;Electricity Networks;indefinite;False;0.041407867494824016;1945.250936;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};1.7228806864843478;1.25;1.65;27;1;1225.0;1.0;9;139;60;36;36;0;216;397;40;57;219;0.0603305785123967;85;85;219;{'sin', 'cos', 'mul', 'sqr'};9;55;0;0;66;3;3;0;0;18;19;0;0;0;0;0;69;400;convex;min;quadratic;;;True;;;;;;;;;;True;;;;True;True;;;;5296.686204;MBNLP;['HijaziCoffrinVanHentenryck2013'];;['other']
transswitch0009r;2014-03-11;Electricity Networks;indefinite;False;0.04821627647714604;4624.680801;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.14530849412454383;1.25;1.65;27;1;1225.0;1.0;9;103;60;0;0;0;252;343;40;57;201;0.05292652552926526;31;31;255;set();9;73;0;0;66;3;3;36;36;36;37;0;0;0;0;0;69;346;convex;min;quadratic;;;;;;;;;;;;;;;;;;;;;;5296.686204;MBNLP;['HijaziCoffrinVanHentenryck2013'];;['other']
transswitch0014p;2014-03-11;Electricity Networks;indefinite;False;0.022521113543947452;0.0;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;0.942;1.546512;48;1;4000.0;1.0;20;277;118;80;80;0;480;859;86;113;461;0.03013732678804449;157;157;485;{'sin', 'cos', 'mul', 'sqr'};20;121;0;0;133;5;5;0;0;40;41;0;0;0;0;0;138;864;convex;min;quadratic;;;True;;;;;;;;;;True;;;;True;True;;;;8082.58169;MBNLP;['HijaziCoffrinVanHentenryck2013'];;['other']
transswitch0014r;2014-03-11;Electricity Networks;indefinite;False;0.02678963548528766;0.0;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;0.942;1.546512;48;1;4000.0;1.0;20;197;118;0;0;0;536;727;86;113;433;0.027299793106928396;49;49;541;set();20;149;0;0;133;5;5;80;80;68;69;0;0;0;0;0;138;732;convex;min;quadratic;;;;;;;;;;;;;;;;;;;;;;8082.58169;MBNLP;['HijaziCoffrinVanHentenryck2013'];;['other']
transswitch0030p;2014-03-14;Electricity Networks;indefinite;False;0.011317299950653196;0.0;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;0.95;1.584795;101;1;625.0;0.6920415;41;555;236;164;164;0;984;1737;171;230;946;0.01479002644277455;309;309;990;{'sin', 'cos', 'mul', 'sqr'};41;247;0;0;271;6;6;0;0;82;83;0;0;0;0;0;277;1743;convex;min;quadratic;;;True;;;;;;;;;;True;;;;True;True;;;;573.9181324;MBNLP;['HijaziCoffrinVanHentenryck2013'];;['other']
transswitch0030r;2014-03-14;Electricity Networks;indefinite;False;0.013583953436970456;0.0;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;0.9025;1.584795;101;1;625.0;0.6920415;41;391;236;0;0;0;1104;1469;171;230;886;0.013341827229347212;85;85;1110;set();41;307;0;0;271;6;6;164;164;142;143;0;0;0;0;0;277;1475;convex;min;quadratic;;;;;;;;;;;;;;;;;;;;;;573.9181324;MBNLP;['HijaziCoffrinVanHentenryck2013'];;['other']
transswitch0039p;2014-03-14;Electricity Networks;indefinite;False;0.009215842538364593;2.0;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};20932.061595;11.04;1.630769;124;1;382.3529;0.6755935;46;657;282;184;184;0;1104;1979;195;272;1086;0.012646731603205957;381;381;1114;{'sin', 'cos', 'mul', 'sqr'};46;277;0;0;318;10;10;0;0;92;93;0;0;0;0;0;328;1989;convex;min;quadratic;;;True;;;;;;;;;;True;;;;True;True;;;;41866.12319;MBNLP;['HijaziCoffrinVanHentenryck2013'];;['other']
transswitch0039r;2014-03-14;Electricity Networks;indefinite;False;0.01092801276114027;26939.54817;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.5540766654959084;11.04;1.630769;124;1;382.3529;0.6755935;46;473;282;0;0;0;1260;1689;195;272;1008;0.011249889272743379;119;119;1270;set();46;355;0;0;318;10;10;184;184;170;171;0;0;0;0;0;328;1699;convex;min;quadratic;;;;;;;;;;;;;;;;;;;;;;41866.12319;MBNLP;['HijaziCoffrinVanHentenryck2013'];;['other']
transswitch0057p;2014-03-14;Electricity Networks;indefinite;False;0.006107676627907841;0.0;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;3.77;1.596875;192;1;4000.0;0.6130044;78;1037;440;312;312;0;1872;3277;320;433;1795;0.007840306435393622;569;569;1879;{'sin', 'cos', 'mul', 'sqr'};78;469;0;0;511;7;7;0;0;156;157;0;0;0;0;0;518;3284;convex;min;quadratic;;;True;;;;;;;;;;True;;;;True;True;;;;;MBNLP;['HijaziCoffrinVanHentenryck2013'];;['other']
transswitch0057r;2014-03-14;Electricity Networks;indefinite;False;0.00737632555814374;0.0;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;3.77;1.596875;192;1;4000.0;0.6130044;78;725;440;0;0;0;2100;2767;320;433;1681;0.0070725345990272324;143;143;2107;set();78;583;0;0;511;7;7;312;312;270;271;0;0;0;0;0;518;2774;convex;min;quadratic;;;;;;;;;;;;;;;;;;;;;;;MBNLP;['HijaziCoffrinVanHentenryck2013'];;['other']
transswitch0118p;2014-03-14;Electricity Networks;indefinite;False;0.002530331432737119;0.0;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;2.77;1.536965;415;1;25000.0;0.01305089;179;2479;1060;716;716;0;4296;7721;771;1006;4106;0.0034147777450691786;1405;1405;4350;{'sin', 'cos', 'mul', 'sqr'};179;1075;0;0;1185;54;54;0;0;358;359;0;0;0;0;0;1239;7775;convex;min;quadratic;;;True;;;;;;;;;;True;;;;True;True;;;;129466.7953;MBNLP;['HijaziCoffrinVanHentenryck2013'];;['other']
transswitch0118r;2014-03-14;Electricity Networks;indefinite;False;0.0030101629029335706;0.0;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;2.77;1.536965;415;1;25000.0;0.01305089;179;1763;1060;0;0;0;4768;6525;771;1006;3870;0.0031038888727965576;453;453;4822;set();179;1311;0;0;1185;54;54;716;716;594;595;0;0;0;0;0;1239;6579;convex;min;quadratic;;;;;;;;;;;;;;;;;;;;;;129469.3139;MBNLP;['HijaziCoffrinVanHentenryck2013'];;['other']
transswitch0300p;2014-03-14;Electricity Networks;indefinite;False;0.0011271930199524304;0.0;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;10.192;1.591657;1008;1;12500.0;0.02588933;408;5557;2370;1632;1632;0;9792;17335;1702;2301;9429;0.0014863571227345714;3109;3109;9861;{'sin', 'cos', 'mul', 'sqr'};408;2449;0;0;2709;69;69;0;0;816;817;0;0;0;0;0;2778;17404;convex;min;quadratic;;;True;;;;;;;;;;True;;;;True;True;;;;;MBNLP;['HijaziCoffrinVanHentenryck2013'];;['other']
transswitch0300r;2014-03-14;Electricity Networks;indefinite;False;0.0013514965669786663;1.818989404e-12;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;10.192;1.591657;1008;1;12500.0;0.02588933;408;3925;2370;0;0;0;10992;14671;1702;2301;8829;0.001339146106397283;877;877;11061;set();408;3049;0;0;2709;69;69;1632;1632;1416;1417;0;0;0;0;0;2778;14740;convex;min;quadratic;;;;;;;;;;;;;;;;;;;;;;;MBNLP;['HijaziCoffrinVanHentenryck2013'];;['other']
transswitch2383wpp;2014-03-14;Electricity Networks;indefinite;False;0.00015510261777699783;558251.65;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;3.6243;1.662711;7652;1;17074.0;0.05235234;2886;39701;16964;11544;11544;0;69264;122169;11545;16310;67252;0.00020837674515524068;22385;22386;69264;{'sin', 'cos', 'mul', 'sqr'};2886;17316;0;0;19196;0;65;0;0;5772;5772;0;0;0;0;0;19850;122234;linear;min;linear;;;True;;;;;;;;;;True;;;;True;True;;;;;MBNLP;['HijaziCoffrinVanHentenryck2013'];;['other']
transswitch2383wpr;2014-03-14;Electricity Networks;indefinite;False;0.00018591027278063707;558251.65;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;3.6243;1.662711;7652;1;17074.0;0.05235234;2886;28157;16964;0;0;0;78796;103847;11545;16310;62486;0.0001858895708184533;6075;6076;78796;set();2886;22082;0;0;19196;0;65;11544;11544;10538;10538;0;0;0;0;0;19850;103912;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;;MBNLP;['HijaziCoffrinVanHentenryck2013'];;['other']
transswitch2736spp;2014-03-14;Electricity Networks;indefinite;False;0.00013384052166921318;;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;8.7;1.641411;8966;1;15730.34;0.05486578;3494;46821;19916;13976;13976;0;83856;146637;13977;19448;80824;0.0001743527155435446;25857;25858;83856;{'sin', 'cos', 'mul', 'sqr'};3494;20964;0;0;22942;0;66;0;0;6988;6988;0;0;0;0;0;23410;146703;linear;min;linear;;;True;;;;;;;;;;True;;;;True;True;;;;1316355.168;MBNLP;['HijaziCoffrinVanHentenryck2013'];;['other']
transswitch2736spr;2014-03-14;Electricity Networks;indefinite;False;0.0001615541471763574;945969.06;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.3915490639831286;8.7;1.641411;8966;1;15730.34;0.05486578;3494;32845;19916;0;0;0;94800;124157;13977;19448;75352;0.00015630804048955994;6409;6410;94800;set();3494;26436;0;0;22942;0;66;13976;13976;12460;12460;0;0;0;0;0;23410;124223;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;1316362.36;MBNLP;['HijaziCoffrinVanHentenryck2013'];;['other']
tricp;2014-08-18;Geometry;indefinite;False;0.046252981814802197;0.0;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;4414837.704;20.0;20;20;100.0;1.0;0;190;169;0;0;0;1140;1384;3;60;1200;0.1;0;1;1140;set();0;190;0;0;60;0;109;0;0;190;190;0;0;0;0;0;169;1493;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;0.0;QCP;['g00570'];GAMSMODELLIB;['GAMS Model Library']
trig;2001-07-31;Test Problem;nonconcave;;1.0;-3.762501791;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};3.808637511351255e-07;3.207354924;1.0;1;1;19.0;5.0;0;1;1;1;2;0;1;1;1;1;1;1.0;0;0;2;{'sin', 'cos'};0;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;2;nonconcave;min;nonlinear;;;True;;;;;;;;;;;;;;True;;;;;-3.762500358;NLP;['g00447'];GAMSMODELLIB;['GAMS Model Library']
trigx;2014-08-18;Test Problem;indefinite;False;1.0;0.09563102544;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};3.7850686880730993e-06;1.0;2.0;2;2;5.0;2.0;0;2;2;2;2;0;4;4;1;2;4;1.0;0;0;6;{'sin', 'cos'};0;3;0;0;2;2;2;0;0;0;1;0;0;0;0;0;2;6;convex;min;quadratic;;;True;;;;;;;;;;;;;;True;;;;;0.09563138741;NLP;['g00560'];GAMSMODELLIB;['GAMS Model Library']
truck;2017-02-06;;indefinite;False;0.001046514928974747;;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;2.35619449;3004.0;3004;3004;1.0;1e-08;0;4009;5007;3000;3000;0;14000;20010;1;3003;1008009;0.001248106748279641;9;9;15001;{'sin', 'cos', 'mul'};0;4001;0;0;3004;1001;1002;0;0;1000;1000;0;0;1;0;0;5007;21012;nonconvex;min;signomial;;;True;;;;;;;;;;True;;;;True;;;;;5.899434005;NLP;['Bryson1999', 'DieterKraft'];"<A href=""http://dkraft.userweb.mwn.de/"">Truck Problem by Dieter Kraft</A>";['other']
tspn05;2014-02-21;Traveling Salesman Problem with Neighborhoods;convex;False;0.22727272727272727;191.2540844;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};5.873861483834126e-06;2.0;20.0;20;20;61.77778;0.008264463;10;10;10;0;1;0;10;30;1;10;180;0.25;5;5;30;{'sqrt', 'mul', 'sqr'};10;6;0;0;20;20;20;0;0;5;5;0;0;0;0;0;20;50;indefinite;min;nonlinear;;;;;;;;;;;;;True;;;;;True;True;;;191.2552078;MBNLP;['MINLP124'];MINLPORG(124,tspn5Couenne.nl);['minlp.org']
tspn08;2014-02-21;Traveling Salesman Problem with Neighborhoods;convex;False;0.16267942583732056;285.7507535;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.016854200176238694;2.0;44.0;44;44;8.54321;0.00591716;28;18;16;0;1;0;16;92;1;16;480;0.15151515151515152;10;10;60;{'sqrt', 'mul', 'sqr'};28;9;0;0;44;44;44;0;0;8;8;0;0;0;0;0;44;136;indefinite;min;nonlinear;;;;;;;;;;;;;True;;;;;True;True;;;290.5668539;MBNLP;['MINLP124'];MINLPORG(124,tspn8Couenne.nl);['minlp.org']
tspn10;2014-02-21;Traveling Salesman Problem with Neighborhoods;convex;False;0.12447552447552447;204.0336999;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.10337690151351317;2.0;65.0;65;65;62.66667;0.008264463;45;21;20;0;1;0;20;113;1;20;760;0.11888111888111888;11;11;85;{'sqrt', 'mul', 'sqr'};45;11;0;0;65;65;65;0;0;10;10;0;0;0;0;0;65;178;indefinite;min;nonlinear;;;;;;;;;;;;;True;;;;;True;True;;;225.1260716;MBNLP;['MINLP124'];MINLPORG(124,tspn10Couenne.nl);['minlp.org']
tspn12;2014-02-21;Traveling Salesman Problem with Neighborhoods;convex;False;0.10493827160493827;229.7288692;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.14329294622236366;2.0;90.0;90;90;9.037037;0.00591716;66;26;24;0;1;0;24;165;1;24;1104;0.09743589743589744;14;14;114;{'sqrt', 'mul', 'sqr'};66;13;0;0;90;90;90;0;0;12;12;0;0;0;0;0;90;255;indefinite;min;nonlinear;;;;;;;;;;;;;True;;;;;True;True;;;262.6473957;MBNLP;['MINLP124'];MINLPORG(124,tspn12Couenne.nl);['minlp.org']
tspn15;2014-02-21;Traveling Salesman Problem with Neighborhoods;convex;False;0.10624338624338624;306.6148181;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.06693819994474694;2.0;135.0;135;135;204.0;0.015625;105;34;30;0;1;0;30;367;1;30;1740;0.0763888888888889;19;19;165;{'sqrt', 'mul', 'sqr'};105;16;0;0;135;135;135;0;0;15;15;0;0;0;0;0;135;502;indefinite;min;nonlinear;;;;;;;;;;;;;True;;;;;True;True;;;327.1390621;MBNLP;['MINLP124'];MINLPORG(124,tspn15Couenne.nl);['minlp.org']
unitcommit1;2013-09-24;Deterministic Security Constrained Unit Commitment;linear;True;0.0024241713570981862;578176.639;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;1650.0;1.0;1;1;1000.0;0.00031;720;5329;240;0;0;0;0;11444;240;240;240;1.0;5329;5329;240;set();0;1;0;0;240;240;960;0;0;0;1;0;0;0;0;0;960;12404;convex;min;quadratic;;;;;;;;;;;;;;;;;;;;;;578176.639;MBQP;['MINLP41'];MINLPORG(41,UC_ZondervanE.gms);['minlp.org']
unitcommit2;2013-09-24;Deterministic Security Constrained Unit Commitment;linear;False;0.0024241713570981862;578176.6384;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};1.0377449938889624e-09;1650.0;2.0;2;2;1000.0;0.00031;720;5329;240;0;0;0;0;11444;240;240;720;1.0;5329;5329;480;set();240;1;0;0;480;480;960;0;1;0;0;0;0;0;0;0;960;12404;indefinite;min;polynomial;;;;;;;;;;;;;;;;;;;;;;578176.639;MBNLP;['MINLP41'];MINLPORG(41,DICOPTnonconvexUC_ZondervanE.gms);['minlp.org']
unitcommit_200_0_5_mod_7;2018-08-18;Unit Commitment;indefinite;False;0.00010940376620026594;33619520.25;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0032065053040131286;26543.01163;1.0;1;1;4011.038;0.000801;4450;77776;23692;0;0;0;14246;220921;14246;14246;14246;0.00020833333333333335;72976;72977;14246;set();0;4800;0;0;14246;0;18542;0;0;4800;4800;0;0;0;0;0;28142;239463;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;33727321.42;MBQCP;['FrangioniFuriniGentile2015'];QPLIB(5573), contributed by Antonio Frangioni;['other']
unitcommit_200_100_1_mod_8;2018-08-18;Unit Commitment;linear;True;0.00011835782209709032;37582159.82;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0003254610713855772;35139.6137;1.0;1;1;23133.7;0.001643;4514;64096;21186;0;0;0;0;181132;4662;4662;4662;1.0;64096;64096;4662;set();0;1;0;0;4662;4662;13838;0;0;0;1;0;0;0;0;0;25700;194970;convex;min;quadratic;;;;;;;;;;;;;;;;;;;;;;37594391.35;MBQP;['FrangioniFuriniGentile2015'];QPLIB(5543), contributed by Antonio Frangioni;['other']
unitcommit_200_100_2_mod_7;2018-08-18;Unit Commitment;indefinite;False;8.941391216588805e-05;32730216.66;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0001991890266943317;30037.38425;1.0;1;1;3972.022;0.000865;4492;69569;30878;0;0;0;14239;201450;14239;14239;14239;0.00020833333333333335;64769;64770;14239;set();0;4800;0;0;14239;0;18570;0;0;4800;4800;0;0;0;0;0;35370;220020;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;32736736.16;MBQCP;['FrangioniFuriniGentile2015'];QPLIB(5554), contributed by Antonio Frangioni;['other']
unitcommit_200_100_2_mod_8;2018-08-18;Unit Commitment;linear;True;0.00011872406842489803;30590327.68;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0002812879315976435;30037.38425;1.0;1;1;23525.95;0.000865;4492;64348;21117;0;0;0;0;181877;4639;4639;4639;1.0;64348;64348;4639;set();0;1;0;0;4639;4639;13770;0;0;0;1;0;0;0;0;0;25609;195647;convex;min;quadratic;;;;;;;;;;;;;;;;;;;;;;30598932.37;MBQP;['FrangioniFuriniGentile2015'];QPLIB(5527), contributed by Antonio Frangioni;['other']
unitcommit_50_20_2_mod_8;2018-08-18;Unit Commitment;linear;True;0.000502831145994888;7192770.01;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};5.6930083880206714e-05;6837.349589;1.0;1;1;23666.85;0.001204;1118;15690;4896;0;0;0;0;44028;1152;1152;1152;1.0;15690;15690;1152;set();0;1;0;0;1152;1152;3422;0;0;0;1;0;0;0;0;0;6014;47450;convex;min;quadratic;;;;;;;;;;;;;;;;;;;;;;7193179.495;MBQP;['FrangioniFuriniGentile2015'];QPLIB(5577), contributed by Antonio Frangioni;['other']
uselinear;2005-02-19;;indefinite;False;0.00047199688942742047;;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;2114.278774;8.721139;46;1;10000.0;6.27996e-10;58;7030;6734;1621;1621;0;14091;22472;667;1684;14016;0.00042018780077712824;1265;1266;14091;{'log', 'exp', 'mul'};0;5765;0;0;5817;0;68;180;180;3961;3961;0;3;3;0;0;6792;22540;linear;min;linear;;;;;;;True;;True;;;;True;;;;;;;;;-1050.335879;MBNLP;;GAMSCLIENT;['GAMS clients']
util;2001-05-01;Argentina utility plant;indefinite;False;0.019129720853858785;999.5787502;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;4117.0;3.5;5;2;445.0;0.00641;28;167;117;0;0;0;10;449;2;0;10;0.35714285714285715;163;164;10;set();0;4;0;0;7;0;17;0;0;4;4;0;0;0;0;0;145;466;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;999.5787502;MBQCP;;VECCHIETTI;['Vecchietti library']
var_con10;2001-05-01;Electricity generation;indefinite;False;0.009592974159770309;0.0;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;7.130357781;34.0;34;34;500.0;0.04;12;464;561;272;272;0;1920;2532;8;272;1920;0.025951557093425604;192;193;1920;{'sin', 'cos', 'mul'};0;272;0;0;272;0;24;0;0;0;0;0;0;0;0;0;573;2556;linear;min;linear;;;True;;;;;;;;;;True;;;;True;;;;;444.213954;MBNLP;;GAMSCLIENT;['GAMS clients']
var_con5;2001-05-01;Electricity generation;indefinite;False;0.009592974159770309;0.0;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;7.130357781;34.0;34;34;500.0;0.04;12;464;561;272;272;0;1920;2532;8;272;1920;0.025951557093425604;192;193;1920;{'sin', 'cos', 'mul'};0;272;0;0;272;0;24;0;0;0;0;0;0;0;0;0;573;2556;linear;min;linear;;;True;;;;;;;;;;True;;;;True;;;;;278.1448937;MBNLP;;GAMSCLIENT;['GAMS clients']
wager;2017-02-06;;indefinite;False;0.023847946924870002;20339.43182;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};9.833116122295643e-10;121121000.0;84.0;84;84;1000000.0;0.0007866279;30;142;72;6;6;54;240;526;1;36;664;0.0664451827242525;99;100;240;{'div'};30;43;26;0;84;0;6;18;18;9;9;0;10;10;0;0;156;532;linear;min;linear;;;;;True;;;;;;;;;;;;;;;;;20339.43184;MINLP;;AIMMS clients;['other']
wallfix;2019-07-12;Chemical Equilibrium;indefinite;False;0.5;1.000004656;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};1.999990631479757e-09;3.8;6.0;6;6;2.0;1e-07;0;6;6;0;0;0;10;20;1;4;20;0.4166666666666667;2;3;10;set();0;4;0;0;6;0;1;0;0;2;2;0;2;2;0;0;6;21;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;1.000004658;NLP;['g00116'];GAMSMODELLIB(wall) from GAMS >= 28;['GAMS Model Library']
